reference|marque|modele|annee|couleur|carburant|kilometrage|immatriculation|ville|prix|qte_initial
VEH-273|Volkswagen|T-Roc|2015|Rouge flamme|Hybride|136470|10-SZB-702|Tours|29481|5
VEH-274|Volkswagen|Polo|2017|Bleu intense|Essence|197143|17-ZLY-407|Lyon|12434|3
VEH-275|Hyundai|i20|2023|Bleu intense|Hybride|119463|18-BEW-829|Nantes|35932|2
VEH-276|Opel|Grandland|2018|Beige sable|Electrique|79680|60-JZM-827|Toulouse|46362|4
VEH-277|Toyota|RAV4|2018|Orange fusion|Hybride|78971|57-HDM-294|Nantes|9354|3
VEH-278|Hyundai|Kona|2021|Rouge flamme|Diesel|184668|10-CMH-884|Nantes|49478|8
VEH-279|Citroen|C5 Aircross|2024|Argent|GPL|80437|38-DMQ-128|Villeurbanne|51990|3
VEH-280|BMW|X1|2019|Violet royal|Essence|20961|83-MPI-321|Besancon|42183|6
VEH-281|Volkswagen|Tiguan|2015|Noir perla|Diesel|127894|37-KWD-986|Valence|42034|3
VEH-282|Audi|A1|2023|Vert olive|Essence|110578|20-MKU-594|Perpignan|52706|5
VEH-283|Toyota|RAV4|2019|Blanc nacre|Diesel|26562|15-KJF-486|Reims|16360|2
VEH-284|Volkswagen|T-Roc|2021|Rouge flamme|Essence|101304|31-YSQ-275|Nice|8870|4
VEH-285|Mercedes|Classe A|2015|Orange fusion|GPL|59470|47-TUG-188|Amiens|16236|1
VEH-286|Nissan|Leaf|2015|Bleu intense|Hybride|166180|52-QZI-426|Metz|12238|3
VEH-287|Seat|Leon|2024|Gris platine|Electrique|5711|11-QQI-217|Strasbourg|27731|3
VEH-288|Hyundai|Tucson|2018|Noir perla|GPL|35330|38-KYO-400|Annecy|29113|8
VEH-289|Ford|Fiesta|2017|Beige sable|Essence|15596|66-RPS-546|Perpignan|44662|4
VEH-290|Hyundai|Tucson|2022|Blanc nacre|GPL|162681|83-BCJ-293|Le Havre|26950|7
VEH-291|Fiat|500|2023|Vert olive|Electrique|165817|87-ICR-800|Saint-Etienne|29205|7
VEH-292|Dacia|Duster|2019|Orange fusion|GPL|43054|23-BGD-429|Angers|34526|8
VEH-293|Seat|Ateca|2023|Violet royal|GPL|145962|42-TMC-513|Grenoble|25392|3
VEH-294|Mini|Cooper|2023|Blanc nacre|Electrique|91429|82-SFU-304|Montpellier|8516|5
VEH-295|Seat|Ibiza|2016|Rouge flamme|Essence|6150|42-IBZ-598|Bordeaux|28056|2
VEH-296|Dacia|Spring|2018|Rouge flamme|Electrique|114887|64-WRK-290|Grenoble|9124|4
VEH-297|Fiat|500|2023|Vert olive|Electrique|110688|31-ONF-309|Annecy|46883|4
VEH-298|Toyota|RAV4|2018|Rouge flamme|GPL|14257|76-BGJ-979|Clermont-Ferrand|23870|4
VEH-299|Peugeot|3008|2017|Vert olive|GPL|175362|14-UUV-740|Dijon|31938|1
VEH-300|Citroen|C3|2023|Rouge flamme|Electrique|190156|23-SGW-816|Rennes|38625|4
VEH-301|Opel|Mokka|2021|Beige sable|Electrique|84547|84-VZL-605|Rennes|51888|3
VEH-302|Opel|Mokka|2025|Argent|GPL|101766|41-XTH-579|Martigues|31966|2
VEH-303|Peugeot|2008|2022|Violet royal|Diesel|114817|64-EGW-923|Strasbourg|12687|7
VEH-304|Ford|Kuga|2015|Orange fusion|Essence|133904|13-UNQ-980|Reims|54434|5
VEH-305|Seat|Ateca|2021|Argent|Essence|37667|75-ADY-121|Mulhouse|21156|5
VEH-306|Renault|Clio V|2018|Noir perla|Essence|110912|43-CGE-923|Dijon|40720|2
VEH-307|Renault|Arkana|2024|Vert olive|Diesel|135412|56-MPU-916|Brest|24547|5
VEH-308|Hyundai|Tucson|2024|Vert olive|Diesel|97829|37-TIB-137|Montpellier|50101|1
VEH-309|Ford|Focus|2022|Orange fusion|Electrique|181564|10-SGJ-719|Rennes|47821|5
VEH-310|Opel|Mokka|2016|Bleu intense|Electrique|115391|91-UIO-834|Limoges|19034|1
VEH-311|Mini|Clubman|2021|Blanc nacre|Hybride|188344|97-NEB-424|Rennes|17051|5
VEH-312|Ford|Kuga|2015|Rouge flamme|Essence|45116|70-VFN-406|Nice|12101|4
VEH-313|Kia|Niro|2022|Vert olive|Electrique|130425|68-GNK-896|Toulon|37179|3
VEH-314|Mercedes|Classe A|2016|Argent|GPL|182208|98-YIX-754|Clermont-Ferrand|36123|2
VEH-315|BMW|Serie 1|2015|Vert olive|Diesel|180346|34-IHB-275|Nice|19862|2
VEH-316|Mercedes|Classe A|2019|Violet royal|Electrique|93563|73-GDC-466|Caen|31269|4
VEH-317|BMW|Serie 1|2016|Noir perla|GPL|39965|48-BEY-921|Annecy|22096|5
VEH-318|Hyundai|i30|2020|Noir perla|Electrique|60112|62-SRQ-842|Valence|56594|4
VEH-319|Ford|Fiesta|2021|Orange fusion|GPL|142754|66-RQN-536|Paris|26276|1
VEH-320|Kia|Ceed|2018|Beige sable|GPL|43138|51-CGX-101|Angers|13355|2
VEH-321|Dacia|Sandero|2020|Rouge flamme|Hybride|31731|91-ZLF-773|Dijon|10958|4
VEH-322|Toyota|Aygo X|2020|Blanc nacre|Electrique|53136|71-AQK-479|Saint-Etienne|15223|3
VEH-323|BMW|X3|2015|Gris platine|Essence|106466|11-ISS-953|Hyeres|50480|2
VEH-324|Nissan|Micra|2019|Blanc nacre|Diesel|149103|74-MQL-569|Amiens|51453|4
VEH-325|Opel|Grandland|2016|Vert olive|Hybride|37233|45-MXX-926|Saint-Etienne|54205|6
VEH-326|Seat|Leon|2023|Gris platine|Diesel|137221|56-STD-806|Angers|31523|8
VEH-327|Mini|Cooper|2023|Rouge flamme|GPL|154098|11-CFQ-278|Amiens|38320|4
VEH-328|Mercedes|GLC|2021|Vert olive|Diesel|129561|68-DMO-964|Strasbourg|33721|8
VEH-329|Mercedes|Classe C|2017|Blanc nacre|Electrique|149715|24-NYJ-373|Lyon|27476|5
VEH-330|Mercedes|GLA|2021|Vert olive|Diesel|53473|34-KAO-863|Metz|56255|7
VEH-331|Citroen|C4|2016|Blanc nacre|Electrique|186518|37-JZT-374|Besancon|35262|4
VEH-332|Hyundai|i20|2015|Bleu intense|Essence|155856|93-OER-723|Rouen|50656|4
VEH-333|Dacia|Spring|2020|Vert olive|Diesel|67222|27-WHN-371|Rennes|14994|8
VEH-334|Citroen|C3|2022|Bleu intense|Electrique|84617|49-XUP-669|Rennes|36072|3
VEH-335|Dacia|Duster|2018|Argent|Electrique|141653|47-YVZ-822|Tours|55377|8
VEH-336|Citroen|C4|2024|Violet royal|Essence|138707|50-FQT-560|Aix-en-Provence|22186|1
VEH-337|Peugeot|3008|2024|Argent|Hybride|190697|88-KCP-333|Saint-Etienne|13496|7
VEH-338|Hyundai|Tucson|2023|Violet royal|Essence|166556|71-FVE-943|Grenoble|17882|2
VEH-339|Peugeot|3008|2022|Orange fusion|Electrique|148726|27-EUA-180|Le Mans|24355|6
VEH-340|Mini|Clubman|2025|Noir perla|GPL|173724|31-AOU-416|Besancon|34765|8
VEH-341|Mercedes|Classe A|2025|Orange fusion|Essence|60670|41-SHV-177|Aix-en-Provence|16357|5
VEH-342|Toyota|C-HR|2015|Argent|Essence|43480|72-OTU-117|Grenoble|13602|5
VEH-343|Renault|Scenic E-Tech|2024|Blanc nacre|Hybride|11124|12-YON-304|Nantes|55209|1
VEH-344|BMW|Serie 3|2023|Bleu intense|Electrique|53782|95-ULT-847|Limoges|12685|7
VEH-345|Opel|Mokka|2015|Orange fusion|GPL|166698|42-HEK-839|Montpellier|50951|5
VEH-346|BMW|X1|2015|Vert olive|Essence|68299|77-JVC-382|Metz|36467|2
VEH-347|Nissan|Leaf|2023|Blanc nacre|Diesel|54855|27-OOD-402|Lyon|26904|2
VEH-348|Citroen|Berlingo|2024|Beige sable|Hybride|194382|88-SGD-598|Brest|42017|3
VEH-349|Renault|Captur|2020|Violet royal|GPL|34263|75-WLH-175|Marseille|35990|4
VEH-350|Hyundai|Kona|2020|Rouge flamme|Essence|173003|89-EIF-243|Grenoble|10686|6
VEH-351|Dacia|Sandero|2022|Argent|Essence|185448|85-JRL-235|Toulouse|28472|3
VEH-352|Toyota|RAV4|2019|Blanc nacre|Electrique|98649|89-GCF-162|Toulouse|52059|6
VEH-353|Dacia|Jogger|2016|Gris platine|GPL|25723|52-GOS-542|Saint-Etienne|25798|7
VEH-354|Renault|Kadjar|2019|Noir perla|Hybride|196539|28-NHV-782|Martigues|45508|3
VEH-355|Fiat|600|2024|Beige sable|Electrique|105275|38-CMI-727|Dijon|16993|8
VEH-356|Renault|Megane E-Tech|2023|Argent|Diesel|13047|26-OUJ-181|Hyeres|49339|1
VEH-357|Mercedes|Classe C|2022|Vert olive|Essence|168559|18-SSL-219|Rennes|13519|6
VEH-358|Peugeot|5008|2018|Violet royal|Diesel|150263|86-OEB-296|Paris|10751|2
VEH-359|Dacia|Sandero|2019|Rouge flamme|Hybride|21892|69-LZJ-851|Amiens|29599|6
VEH-360|Mercedes|Classe A|2019|Bleu intense|Essence|7028|98-QXB-497|Paris|23049|5
VEH-361|Kia|Ceed|2022|Bleu intense|GPL|17965|94-HBF-119|Mulhouse|20099|3
VEH-362|Hyundai|Kona|2018|Vert olive|Electrique|176581|14-IOB-759|Marseille|19914|1
VEH-363|Fiat|Panda|2022|Beige sable|Diesel|154065|53-JBT-760|Villeurbanne|48937|4
VEH-364|Seat|Leon|2025|Argent|Essence|116632|77-DPI-743|Caen|19977|6
VEH-365|Kia|Niro|2017|Beige sable|GPL|56804|49-YGI-588|Toulouse|50147|3
VEH-366|Renault|Clio V|2015|Blanc nacre|Electrique|64196|40-QLM-766|Saint-Etienne|26588|4
VEH-367|Hyundai|Tucson|2022|Vert olive|Diesel|196171|16-RRQ-220|Martigues|45808|4
VEH-368|Fiat|Tipo|2023|Blanc nacre|GPL|71349|74-PJG-579|Valence|48628|3
VEH-369|Nissan|Micra|2021|Noir perla|Essence|188659|96-MEC-942|Toulon|38587|4
VEH-370|Mercedes|Classe A|2017|Rouge flamme|Diesel|191721|21-PPR-152|Angers|38144|7
VEH-371|Mercedes|GLC|2017|Orange fusion|Hybride|84372|20-XQJ-141|Amiens|55477|2
VEH-372|Kia|EV6|2017|Noir perla|Electrique|90631|27-OXD-378|Strasbourg|58872|8
VEH-373|Citroen|Berlingo|2019|Bleu intense|Essence|5793|48-EJB-528|Le Havre|22205|4
VEH-374|Opel|Astra|2019|Rouge flamme|GPL|42619|48-HKB-287|Nimes|9366|1
VEH-375|Mini|Countryman|2024|Beige sable|Essence|178229|55-ULH-659|Amiens|48560|7
VEH-376|Toyota|Corolla|2023|Vert olive|Electrique|180031|34-LZG-770|Besancon|46075|4
VEH-377|Peugeot|408|2024|Blanc nacre|GPL|131499|72-QBV-608|Montpellier|27398|4
VEH-378|Volkswagen|ID.3|2020|Argent|Hybride|140941|34-OFF-570|Martigues|41947|8
VEH-379|Opel|Mokka|2022|Vert olive|Diesel|154130|66-XNX-420|Aix-en-Provence|51522|8
VEH-380|Nissan|Leaf|2025|Bleu intense|GPL|164427|84-HPA-230|Lyon|47491|8
VEH-381|Citroen|C5 Aircross|2018|Bleu intense|Hybride|78252|82-WPW-748|Clermont-Ferrand|55518|3
VEH-382|Audi|Q3|2017|Bleu intense|Diesel|171479|85-KAK-852|Aix-en-Provence|51182|5
VEH-383|Peugeot|408|2018|Violet royal|Electrique|41605|20-WIE-204|Montpellier|9412|4
VEH-384|Hyundai|i20|2018|Blanc nacre|Essence|70368|11-PSQ-965|Lyon|41068|8
VEH-385|Peugeot|5008|2020|Noir perla|GPL|78911|66-HXB-294|Lyon|28287|6
VEH-386|Dacia|Duster|2022|Gris platine|Hybride|58187|69-UHM-867|Nantes|51011|5
VEH-387|Renault|Captur|2016|Gris platine|Essence|84778|92-VSU-197|Perpignan|39351|4
VEH-388|Ford|Fiesta|2022|Violet royal|Hybride|55193|61-EGF-743|Tours|54412|8
VEH-389|Peugeot|408|2023|Noir perla|Hybride|198437|93-WPA-540|Valence|43477|7
VEH-390|Seat|Arona|2021|Violet royal|Diesel|70095|32-CHK-313|Hyeres|21122|4
VEH-391|Ford|Fiesta|2022|Beige sable|GPL|9868|17-ZRW-691|Villeurbanne|32042|8
VEH-392|Mini|Cooper|2024|Blanc nacre|Essence|33116|27-TFM-518|Nantes|14766|6
VEH-393|Toyota|RAV4|2020|Orange fusion|Essence|166356|40-XYL-734|Rennes|11049|5
VEH-394|BMW|X1|2025|Blanc nacre|Electrique|60449|16-GNP-727|Nimes|24357|7
VEH-395|Mercedes|GLA|2022|Blanc nacre|Diesel|105326|60-ORA-216|Bordeaux|29212|4
VEH-396|Volkswagen|Passat|2023|Noir perla|GPL|73281|67-FXN-194|Toulouse|11745|5
VEH-397|Volkswagen|Passat|2025|Beige sable|Electrique|83878|69-KEE-600|Brest|56731|4
VEH-398|Mini|Countryman|2015|Gris platine|Electrique|139561|55-KTX-606|Nimes|47341|4
VEH-399|Volkswagen|T-Roc|2015|Beige sable|Hybride|182759|47-XKA-816|Metz|39649|7
VEH-400|Hyundai|Kona|2023|Vert olive|Essence|189933|19-QIT-687|Caen|40888|7
VEH-401|Volkswagen|Polo|2025|Blanc nacre|Electrique|38230|76-MAA-909|Hyeres|11500|1
VEH-402|Audi|Q3|2018|Vert olive|Diesel|97431|62-BGU-973|Brest|30801|1
VEH-403|Seat|Leon|2020|Bleu intense|Diesel|52886|37-VNS-562|Villeurbanne|46859|3
VEH-404|Fiat|600|2024|Gris platine|Diesel|108711|15-QBU-402|Mulhouse|15123|6
VEH-405|Mini|Clubman|2024|Argent|Essence|110029|61-QUR-412|Martigues|15953|4
VEH-406|Peugeot|3008|2015|Gris platine|GPL|94402|57-OCH-350|Aix-en-Provence|10217|4
VEH-407|Dacia|Jogger|2022|Argent|GPL|118161|30-EGS-245|Reims|57205|6
VEH-408|BMW|X1|2019|Noir perla|Hybride|31517|91-SRP-725|Besancon|14009|6
VEH-409|Mini|Cooper|2025|Vert olive|GPL|15964|99-BDK-302|Perpignan|56919|5
VEH-410|Hyundai|Kona|2019|Orange fusion|Essence|179235|12-GVL-936|Villeurbanne|58327|6
VEH-411|Nissan|Leaf|2024|Orange fusion|GPL|38322|75-WET-350|Brest|19073|8
VEH-412|Kia|Ceed|2021|Gris platine|Hybride|187832|33-GGG-526|Toulon|37971|8
VEH-413|Seat|Arona|2024|Bleu intense|GPL|144380|94-DLJ-293|Grenoble|23258|7
VEH-414|BMW|X3|2016|Rouge flamme|Hybride|168835|30-UVX-162|Villeurbanne|32850|4
VEH-415|Opel|Mokka|2018|Orange fusion|Electrique|117688|83-AMU-674|Nice|34626|7
VEH-416|Hyundai|Ioniq 5|2017|Orange fusion|Electrique|42651|80-CHD-472|Toulon|54877|2
VEH-417|Mini|Cooper|2017|Bleu intense|Electrique|68131|28-JRV-360|Nimes|27057|5
VEH-418|Toyota|RAV4|2024|Orange fusion|GPL|176432|74-QDG-930|Brest|41555|8
VEH-419|Nissan|Juke|2017|Gris platine|Hybride|50865|66-ZRX-926|Perpignan|52864|7
VEH-420|Nissan|Juke|2018|Gris platine|GPL|160488|49-NNQ-777|Saint-Etienne|9545|7
VEH-421|Renault|Kadjar|2019|Noir perla|Electrique|151018|30-TOR-837|Aix-en-Provence|43307|5
VEH-422|Volkswagen|Tiguan|2021|Orange fusion|Essence|77017|99-ENH-514|Dijon|38040|5
VEH-423|Peugeot|208|2023|Argent|Electrique|147273|66-YVB-514|Toulouse|35417|1
VEH-424|Toyota|Aygo X|2025|Beige sable|Diesel|93669|54-UJL-685|Limoges|26245|1
VEH-425|Fiat|Tipo|2018|Orange fusion|GPL|8753|65-YXD-437|Valence|47107|3
VEH-426|Opel|Mokka|2018|Rouge flamme|Electrique|163846|79-ESS-967|Toulon|14305|5
VEH-427|Fiat|600|2025|Vert olive|Essence|195510|85-RUX-297|Lille|27181|3
VEH-428|Opel|Astra|2022|Noir perla|Diesel|61151|94-NMA-461|Caen|38041|1
VEH-429|Ford|Mustang Mach-E|2021|Blanc nacre|Electrique|73550|65-URO-504|Brest|55758|6
VEH-430|Kia|Niro|2021|Blanc nacre|GPL|65587|83-TEZ-781|Rennes|44837|5
VEH-431|Peugeot|308|2019|Argent|Essence|137347|28-FCP-773|Paris|40099|2
VEH-432|Audi|Q3|2017|Gris platine|Diesel|26933|91-UUF-431|Caen|8166|8
VEH-433|Dacia|Jogger|2016|Argent|Essence|63990|36-PHH-253|Brest|32463|4
VEH-434|Toyota|C-HR|2015|Orange fusion|Essence|193200|89-MQG-942|Lyon|9149|1
VEH-435|Citroen|C3|2020|Violet royal|Hybride|149237|45-UMN-246|Saint-Etienne|25938|4
VEH-436|Toyota|Corolla|2024|Violet royal|Diesel|165871|48-DHS-813|Aix-en-Provence|34516|7
VEH-437|Toyota|C-HR|2015|Argent|Essence|12962|64-OPD-290|Saint-Etienne|56133|1
VEH-438|Audi|Q3|2015|Blanc nacre|Hybride|178137|15-XIB-911|Grenoble|47260|4
VEH-439|BMW|Serie 1|2025|Noir perla|Hybride|120430|66-UPD-636|Nimes|9880|4
VEH-440|Toyota|Corolla|2018|Bleu intense|GPL|119181|77-WNI-335|Grenoble|38872|2
VEH-441|Hyundai|i20|2025|Gris platine|Hybride|36562|28-PJB-121|Le Havre|25492|5
VEH-442|Volkswagen|Polo|2023|Vert olive|Electrique|109243|14-PQY-142|Limoges|27506|5
VEH-443|Mini|Cooper|2018|Beige sable|Hybride|144149|88-DLI-890|Limoges|35594|8
VEH-444|Volkswagen|Polo|2015|Noir perla|Hybride|190842|42-WOS-216|Strasbourg|12109|4
VEH-445|BMW|X1|2017|Violet royal|Electrique|63229|68-BRT-760|Amiens|11539|2
VEH-446|Toyota|Corolla|2025|Argent|Essence|17679|43-NFZ-773|Reims|40658|5
VEH-447|Audi|Q2|2022|Orange fusion|Hybride|124799|52-AGV-908|Paris|36750|3
VEH-448|BMW|X1|2021|Rouge flamme|Hybride|184031|78-BWG-471|Lyon|21340|3
VEH-449|Kia|Ceed|2025|Blanc nacre|Electrique|189127|52-UTJ-582|Paris|28811|2
VEH-450|Audi|A3|2023|Violet royal|Electrique|24739|97-QZD-116|Grenoble|31127|6
VEH-451|Volkswagen|Passat|2019|Violet royal|GPL|179612|87-CDQ-800|Metz|47731|7
VEH-452|Nissan|Juke|2015|Violet royal|Diesel|198146|75-UTC-877|Aix-en-Provence|17851|5
VEH-453|Renault|Twingo|2015|Blanc nacre|Essence|96896|26-UIA-193|Metz|23608|1
VEH-454|BMW|X1|2019|Noir perla|Essence|192303|19-PEG-447|Perpignan|46843|3
VEH-455|Kia|Niro|2024|Noir perla|Diesel|113433|17-YCJ-654|Amiens|33755|3
VEH-456|Fiat|500|2017|Vert olive|Electrique|41253|55-PVA-284|Limoges|16746|1
VEH-457|Mini|Countryman|2025|Vert olive|Essence|32038|66-XOB-389|Metz|44463|2
VEH-458|Seat|Arona|2025|Blanc nacre|Electrique|131975|12-SDF-999|Brest|40705|1
VEH-459|Renault|Captur|2022|Gris platine|Essence|60664|66-NII-620|Toulon|52584|8
VEH-460|Mini|Cooper|2019|Argent|Electrique|136777|66-ABZ-597|Nimes|21770|3
VEH-461|Opel|Corsa|2017|Orange fusion|Essence|86831|95-JQQ-751|Saint-Etienne|30685|4
VEH-462|Fiat|500|2020|Blanc nacre|GPL|186403|93-DMT-101|Tours|59902|2
VEH-463|Ford|Mustang Mach-E|2018|Rouge flamme|Diesel|11280|88-QJJ-843|Nimes|15827|5
VEH-464|Renault|Clio V|2017|Blanc nacre|Hybride|156529|82-VOR-834|Besancon|54616|6
VEH-465|Fiat|Tipo|2019|Violet royal|Hybride|33373|19-SNO-684|Toulon|45833|8
VEH-466|Ford|Focus|2018|Gris platine|Essence|135325|69-MWM-571|Brest|11565|2
VEH-467|Mercedes|GLC|2023|Gris platine|Diesel|19489|14-XFE-733|Mulhouse|22156|3
VEH-468|Kia|Ceed|2022|Blanc nacre|Diesel|138056|26-IVJ-739|Metz|58236|5
VEH-469|Ford|Puma|2019|Violet royal|Essence|154617|31-VZE-816|Marseille|47147|5
VEH-470|Dacia|Sandero|2019|Noir perla|Hybride|133287|54-JHF-573|Annecy|23793|2
VEH-471|Opel|Astra|2015|Violet royal|GPL|179328|47-GCW-762|Martigues|31828|2
VEH-472|Kia|Sportage|2023|Argent|Electrique|50573|46-ROU-296|Perpignan|40489|6
VEH-473|Hyundai|Kona|2023|Blanc nacre|Diesel|95596|94-NBQ-519|Hyeres|40652|3
VEH-474|Citroen|C3|2020|Gris platine|Diesel|176353|75-NBA-810|Aix-en-Provence|42167|6
VEH-475|Peugeot|208|2019|Gris platine|Electrique|61345|61-IIL-182|Besancon|20149|1
VEH-476|Mercedes|Classe A|2023|Orange fusion|Essence|148134|29-KXD-388|Montpellier|54822|1
VEH-477|Dacia|Sandero|2016|Beige sable|Electrique|92270|69-CAP-312|Dijon|51065|3
VEH-478|Audi|Q3|2019|Vert olive|GPL|84047|72-BRL-789|Nimes|13696|4
VEH-479|Dacia|Jogger|2015|Blanc nacre|Electrique|110102|32-BHM-800|Toulouse|40217|8
VEH-480|Nissan|Leaf|2021|Vert olive|GPL|63351|77-SBM-822|Nimes|55756|7
VEH-481|Hyundai|Kona|2017|Violet royal|GPL|98105|91-ISH-162|Nantes|17353|8
VEH-482|Opel|Corsa|2022|Vert olive|Diesel|67912|88-ZMQ-875|Reims|55417|5
VEH-483|Mini|Clubman|2021|Beige sable|Diesel|48851|96-CUH-546|Mulhouse|55869|4
VEH-484|Kia|Sportage|2019|Beige sable|Electrique|55127|45-YLO-684|Brest|23259|2
VEH-485|Hyundai|Ioniq 5|2020|Orange fusion|Hybride|136791|68-GBG-759|Amiens|15162|4
VEH-486|Citroen|Berlingo|2024|Orange fusion|Diesel|161524|95-CVN-715|Villeurbanne|34763|7
VEH-487|Ford|Mustang Mach-E|2016|Noir perla|Electrique|77419|91-IQN-869|Martigues|59187|4
VEH-488|Hyundai|Kona|2017|Vert olive|GPL|166642|72-EYK-489|Caen|38772|7
VEH-489|Ford|Mustang Mach-E|2025|Orange fusion|Electrique|186666|80-UKG-240|Limoges|15329|6
VEH-490|Seat|Ibiza|2021|Noir perla|Hybride|43450|82-NLG-503|Le Mans|19316|3
VEH-491|Dacia|Duster|2023|Blanc nacre|Hybride|112228|74-ELM-817|Amiens|55981|6
VEH-492|Opel|Grandland|2023|Noir perla|GPL|46136|21-CNJ-173|Aix-en-Provence|24419|1
VEH-493|BMW|Serie 3|2022|Rouge flamme|GPL|154386|10-PAE-642|Toulouse|21325|1
VEH-494|Opel|Corsa|2017|Noir perla|Hybride|71811|58-QZG-182|Besancon|28223|6
VEH-495|BMW|Serie 1|2016|Orange fusion|Diesel|121291|63-RSA-547|Paris|28386|6
VEH-496|Mini|Countryman|2018|Beige sable|Diesel|12014|66-KXZ-571|Toulouse|16470|8
VEH-497|Renault|Captur|2021|Bleu intense|Electrique|14089|72-KYO-456|Mulhouse|45606|5
VEH-498|Seat|Leon|2024|Bleu intense|Essence|110215|27-EVC-178|Clermont-Ferrand|9037|4
VEH-499|Fiat|500|2018|Argent|Electrique|189177|92-FAB-832|Nice|42206|6
VEH-500|Volkswagen|Passat|2017|Rouge flamme|GPL|156627|78-FOW-662|Aix-en-Provence|27973|2
VEH-501|Citroen|C5 Aircross|2021|Orange fusion|Essence|125954|56-IWT-438|Aix-en-Provence|33233|1
VEH-502|Hyundai|i30|2016|Violet royal|Diesel|139951|73-KTI-230|Dijon|35641|6
VEH-503|BMW|Serie 1|2025|Bleu intense|Essence|13299|97-SBZ-751|Caen|8482|3
VEH-504|Peugeot|3008|2018|Orange fusion|GPL|55188|21-YZC-719|Grenoble|8327|8
VEH-505|Mini|Countryman|2020|Violet royal|Essence|186920|90-NDA-588|Le Havre|15754|2
VEH-506|Toyota|RAV4|2021|Blanc nacre|Essence|75332|17-TPR-560|Besancon|51528|4
VEH-507|Renault|Arkana|2019|Violet royal|GPL|129203|35-HFO-575|Bordeaux|51025|3
VEH-508|Volkswagen|ID.3|2019|Orange fusion|Electrique|14360|33-GUG-858|Tours|49475|7
VEH-509|Peugeot|408|2024|Blanc nacre|Electrique|123406|59-GTF-718|Besancon|16105|2
VEH-510|Toyota|C-HR|2015|Rouge flamme|Diesel|166021|96-OIT-773|Rennes|21145|7
VEH-511|Seat|Leon|2017|Gris platine|Diesel|146970|14-PAD-206|Aix-en-Provence|51449|1
VEH-512|Mini|Countryman|2020|Noir perla|GPL|34561|40-COR-650|Tours|48445|2
VEH-513|BMW|Serie 1|2016|Rouge flamme|Electrique|16998|80-IWW-437|Strasbourg|33930|4
VEH-514|Toyota|Yaris Hybrid|2024|Argent|Electrique|186864|68-CJT-536|Tours|8731|2
VEH-515|Audi|Q2|2023|Beige sable|Hybride|142914|11-BSS-573|Strasbourg|32895|1
VEH-516|Toyota|Aygo X|2022|Vert olive|Essence|19777|56-OGJ-723|Perpignan|30866|6
VEH-517|Toyota|Yaris Hybrid|2024|Beige sable|Essence|187403|26-MID-919|Clermont-Ferrand|33623|1
VEH-518|Mercedes|GLA|2024|Rouge flamme|GPL|130330|11-QUO-866|Rennes|46634|1
VEH-519|Opel|Astra|2024|Rouge flamme|Essence|109510|44-AIS-836|Valence|18400|2
VEH-520|Seat|Arona|2022|Argent|GPL|117782|72-RTH-759|Saint-Etienne|51280|3
VEH-521|BMW|X3|2024|Blanc nacre|Essence|156893|38-HBJ-818|Mulhouse|47662|6
VEH-522|Renault|Captur|2023|Vert olive|Electrique|17352|36-KBE-700|Caen|21675|4
VEH-523|Renault|Kadjar|2023|Argent|Hybride|189908|65-DTV-404|Le Havre|32064|5
VEH-524|Opel|Astra|2023|Vert olive|Essence|77680|30-GQR-712|Brest|20161|8
VEH-525|Renault|Kadjar|2015|Noir perla|Essence|172233|93-ALU-631|Nimes|10872|8
VEH-526|Seat|Ateca|2025|Orange fusion|GPL|172526|22-AIR-234|Brest|21223|5
VEH-527|Kia|Ceed|2015|Orange fusion|Electrique|94299|50-FZY-982|Annecy|43076|2
VEH-528|Toyota|C-HR|2017|Blanc nacre|GPL|112022|52-GAM-481|Saint-Etienne|23817|7
VEH-529|Mini|Countryman|2015|Noir perla|Diesel|100927|53-ZOQ-260|Nice|56451|1
VEH-530|Renault|Scenic E-Tech|2019|Vert olive|Essence|56671|13-KLF-862|Aix-en-Provence|33927|6
VEH-531|BMW|X3|2016|Violet royal|GPL|26187|30-RJQ-596|Strasbourg|24486|3
VEH-532|BMW|Serie 3|2021|Blanc nacre|GPL|161049|47-OHU-464|Lille|46533|7
VEH-533|Toyota|Corolla|2016|Argent|Hybride|162237|84-QSW-888|Tours|35703|4
VEH-534|Seat|Leon|2020|Gris platine|Electrique|108472|43-EPC-829|Angers|15118|3
VEH-535|Ford|Mustang Mach-E|2019|Vert olive|Electrique|31110|36-FSJ-372|Tours|55446|2
VEH-536|Citroen|C3|2023|Gris platine|Electrique|45929|23-FCC-951|Martigues|20785|7
VEH-537|Renault|Kadjar|2022|Beige sable|Essence|176185|86-LXB-513|Dijon|54559|5
VEH-538|Mercedes|Classe A|2018|Argent|Hybride|76707|59-SKV-943|Clermont-Ferrand|43443|5
VEH-539|Ford|Kuga|2022|Beige sable|Electrique|95256|62-KOS-283|Toulon|59913|8
VEH-540|Renault|Kadjar|2018|Bleu intense|Hybride|67196|52-PJA-200|Aix-en-Provence|26102|5
VEH-541|Renault|Clio V|2021|Gris platine|Hybride|177429|85-IAP-637|Rennes|34071|1
VEH-542|Audi|Q2|2015|Rouge flamme|GPL|72957|62-YDH-891|Caen|30405|4
VEH-543|Kia|Niro|2017|Violet royal|Essence|43011|97-NGT-164|Martigues|46862|3
